registerno,department,semester,staff,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,average
uaoX3FKTgge6OPM5XNEA95uXvtr3851B,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
uaoX3FKTgge6OPM5XNEA95uXvtr3851B,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
uaoX3FKTgge6OPM5XNEA95uXvtr3851B,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
uaoX3FKTgge6OPM5XNEA95uXvtr3851B,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
spchqoMQ/eQl6v879KA2ZuhLOXjgtr2a,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,10.00,10.00,9.70
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,10.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.80
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.80
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,9.00,10.00,10.00,9.00,10.00,10.00,10.00,9.00,10.00,10.00,9.70
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,9.00,10.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,9.80
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,8.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,9.30
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,8.00,9.00,8.00,9.00,10.00,10.00,9.00,10.00,9.00,9.10
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,8.00,9.00,10.00,9.00,10.00,8.00,9.00,10.00,10.00,10.00,9.30
IIdv9OBLNa4xn8qoYQt6csPuv7sYeTAT,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,9.00,10.00,9.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,9.50
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,9.00,9.00,9.00,8.00,9.00,9.00,8.00,9.00,9.00,9.00,8.80
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,7.00,8.00,7.00,8.00,7.00,8.00,7.00,8.00,7.00,8.00,7.50
G5ZKAoXydWvIB3raH5isW+aUAKEO/Obx,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,8.00,9.00,8.00,9.00,8.00,9.00,8.00,9.00,8.00,9.00,8.50
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,10.00,9.90
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,10.00,9.00,9.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,9.70
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,10.00,10.00,9.00,10.00,10.00,9.00,9.00,10.00,10.00,9.70
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,9.00,10.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,9.70
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,10.00,9.00,10.00,8.00,10.00,10.00,10.00,10.00,9.00,9.00,9.50
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,9.00,9.00,10.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.50
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",10.00,9.00,10.00,10.00,10.00,9.00,9.00,9.00,10.00,10.00,9.60
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,8.00,9.00,10.00,9.00,9.00,10.00,9.00,10.00,8.00,9.00,9.10
09IMD5J1t/5kQ8MO+rh3GyOsdX2a1qU9,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,9.00,9.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,9.60
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,8.00,9.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.10
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,8.00,9.00,8.00,9.00,10.00,9.00,8.00,9.00,8.00,9.00,8.70
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.50
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,8.00,9.00,9.00,10.00,9.00,9.00,10.00,9.00,8.00,9.00,9.00
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,8.00,9.00,10.00,8.00,9.00,10.00,8.00,9.00,10.00,8.00,8.90
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,8.00,8.00,9.00,8.00,8.00,9.00,10.00,9.00,8.00,8.00,8.50
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,10.00,8.00,9.00,9.00,9.00,10.00,8.00,9.00,8.00,8.90
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,7.00,8.00,6.00,7.00,7.00,7.00,6.00,7.00,7.00,7.00,6.90
jeYFp2OLmRn4KWoC/0iFtlIGxYoF8BXO,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,9.00,10.00,9.00,10.00,10.00,9.00,10.00,9.00,10.00,9.60
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
lPUPzf2kd/OAMSZRgOs5cDHDraY/auZj,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,9.00,10.00,8.00,9.00,8.00,9.00,10.00,10.00,9.00,10.00,9.20
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,9.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.00,10.00,9.70
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,9.00,10.00,10.00,10.00,9.00,9.00,10.00,10.00,9.00,9.60
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,9.00,10.00,9.00,10.00,10.00,9.00,10.00,10.00,9.00,10.00,9.60
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.80
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,10.00,9.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,9.00,9.60
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,10.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.70
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,10.00,9.00,8.00,10.00,9.00,10.00,9.00,8.00,9.00,10.00,9.20
IE9OoBR5wR29O333yepBjDLMAjRW87OL,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,9.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.60
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,7.00,8.00,8.00
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,8.00,8.00,8.00,9.00,7.00,8.00,9.00,8.00,9.00,8.00,8.20
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,8.00,8.00,8.00,8.00,8.00,9.00,9.00,9.00,9.00,7.00,8.30
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,9.00,8.00,8.20
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,9.00,8.00,8.20
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,8.00,8.00,8.00,9.00,8.00,8.00,8.00,8.00,9.00,8.00,8.20
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",7.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,8.00
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
fohrJWs6YSUNTmbpGj7rpT6dQZAEhF6t,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,8.00,8.00,9.00,9.00,8.00,8.00,8.00,8.00,9.00,8.00,8.30
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
RVq9iATD6/z3dZ890LVJIq/uU0REyTZE,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,8.00,9.00,8.00,9.00,8.00,8.00,9.00,8.00,10.00,9.00,8.60
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,9.00,10.00,8.00,9.00,9.00,9.00,10.00,8.00,7.00,10.00,8.90
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,8.00,10.00,9.00,9.00,9.00,10.00,10.00,9.00,9.00,9.00,9.20
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,8.00,10.00,9.00,9.00,9.00,10.00,8.00,9.00,8.00,8.00,8.80
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,9.00,10.00,9.00,10.00,10.00,9.00,9.00,9.00,9.00,8.00,9.20
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,8.00,9.00,8.00,9.00,8.00,9.00,9.00,9.00,9.00,8.00,8.60
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,10.00,9.00,9.00,8.00,8.00,9.00,9.00,8.00,9.00,8.80
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,9.00,10.00,9.00,8.00,8.00,8.00,9.00,9.00,8.00,10.00,8.80
XV0nGllh5T0Kw5g1DtKMrPQYOShXRJlJ,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,9.00,8.00,8.00,9.00,9.00,9.00,8.00,10.00,10.00,9.00
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,8.00,8.00,9.00,7.00,8.00,7.00,8.00,8.00,7.00,9.00,7.90
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,9.00,10.00,9.00,9.00,10.00,9.00,9.00,9.00,10.00,9.00,9.30
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,10.00,9.00,8.00,9.00,8.00,9.00,10.00,10.00,10.00,10.00,9.30
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,10.00,9.00,9.00,10.00,10.00,9.00,9.00,10.00,10.00,9.00,9.50
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,9.00,9.00,8.00,8.00,9.00,9.00,9.00,10.00,9.00,10.00,9.00
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Ms.M.RAJALAKSHMI,MEDICAL IMAGING SYSTEMS,9.00,8.00,9.00,8.00,8.00,9.00,9.00,9.00,8.00,8.00,8.50
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Dr.NIHARIKA SINGH,"FOOD , NUTRITION AND HEALTH",9.00,10.00,9.00,10.00,8.00,9.00,9.00,10.00,8.00,9.00,9.10
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING LABORATORY,8.00,8.00,8.00,7.00,7.00,8.00,8.00,8.00,8.00,8.00,7.80
NTLTNww8MqIDceUbo0hSd8pFkH5ao57Q,Biomedical Engineering -A,6,Mrs.MALARVIZHI T,MEDICAL IMAGE PROCESSING LABORATORY,10.00,10.00,9.00,9.00,9.00,10.00,9.00,10.00,9.00,10.00,9.50
1COtY/K3f65NrM3nEJS20RBS63y4V0CG,Biomedical Engineering -A,6,Mr.R.MUTHUCHELVAN,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,9.00,8.00,10.00,8.00,9.00,8.00,9.00,10.00,9.00,10.00,9.00
1COtY/K3f65NrM3nEJS20RBS63y4V0CG,Biomedical Engineering -A,6,Ms.LAKSHMI PRIYA S,FUNDAMENTALS OF HEALTH CARE ANALYTICS,9.00,8.00,10.00,9.00,8.00,9.00,10.00,10.00,10.00,9.00,9.20
1COtY/K3f65NrM3nEJS20RBS63y4V0CG,Biomedical Engineering -A,6,Mrs.P.NANDHINI,MEDICAL IMAGE PROCESSING,9.00,8.00,9.00,10.00,9.00,10.00,9.00,8.00,9.00,10.00,9.10
1COtY/K3f65NrM3nEJS20RBS63y4V0CG,Biomedical Engineering -A,6,Dr.YUVARAJ V,ASSISTIVE TECHNOLOGY,10.00,9.00,8.00,9.00,8.00,9.00,9.00,10.00,9.00,9.00,9.00
1COtY/K3f65NrM3nEJS20RBS63y4V0CG,Biomedical Engineering -A,6,Mrs.S.KEERTHANA,COMMUNICATION SYSTEMS,9.00,8.00,8.00,9.00,10.00,8.00,10.00,9.00,10.00,9.00,9.00
